city_id,state_id,city_name,top_city,city_rating
677,0,9HKHb,0,0
678,0,godhra,0,0
679,0,"Ferozepur City",0,0
680,0,"Bahadurgarh, Distt. Jhajjar (HR)",0,0
681,0,baripada(ORISSA),0,0
682,0,Banpur,0,0
683,0,"kotkapura (punjab)",0,0
684,0,rayagada,0,0
685,0,kotkapura,0,0
686,0,Farrukhabad,0,0
687,0,Amravati(maharashtra),0,0
688,0,"jhansi (u.p.)",0,0
689,0,etawah,0,0
690,0,"jhansi (UP)",0,0
691,0,"BALASORE,ORISSA",0,0
692,0,osmanabad,0,0
693,0,"lakhimpur kheri. up",0,0
694,0,8crea,0,0
695,0,S7492,0,0
696,0,Jorhat,0,0
697,0,"jamarehi sani",0,0
698,0,Bardhaman,0,0
699,0,"Sulthan Bathery,Kerala",0,0
700,0,Tamluk,0,0
701,0,huzurabad,0,0
702,0,NCR,0,0
703,0,Balangir,0,0
704,0,Haldwani(uttaranchal),0,0
705,0,H3rmR,0,0
706,0,"Sansarpur Terrace",0,0
707,0,arrah,0,0
708,0,"jajpur, orissa",0,0
709,0,thekkady,0,0
710,0,"muzaffarnagar(uttar pradesh )",0,0
711,0,Davangere,0,0
712,0,palani,0,0
713,0,Sehore(MP),0,0
714,0,anuppur,0,0
715,0,Karachi,0,0
716,0,KASHIPUR(UTTARAKHAND),0,0
717,0,NAGAPATTINAM,0,0
718,0,Sonebhdra,0,0
719,0,mukerian,0,0
720,0,Karwar,0,0
721,0,"RAYAGADA, ORISSA",0,0
722,0,"Titlagarh,Orissa",0,0
723,0,Puttur,0,0
724,0,Arvi,0,0
725,0,Tinsukia,0,0
726,0,karaikudi,0,0
727,0,685Ga,0,0
728,0,Dhariwal,0,0
729,0,"sangli,maharashtra",0,0
730,0,bhavani,0,0
731,0,PRATAPGARh,0,0
732,0,Mandi-Dabwali,0,0
733,0,hindupur,0,0
734,0,Giridih,0,0
735,0,orissa/Bhubaneswar,0,0
736,0,BHANDARA,0,0
737,0,gorakhpur/lucknow,0,0
738,0,Damoh(M.P.),0,0
739,0,arambag,0,0
740,0,a4eba,0,0
741,0,"RIHAND NAGAR",0,0
742,0,peshawar,0,0
743,0,i95tg,0,0
744,0,"jajpur,orissa",0,0
745,0,madhubani,0,0
746,0,cairo,0,0
747,0,"chhindwara, mp",0,0
748,0,Jeddah,0,0
749,0,Tindivanam,0,0
750,0,Mandya,0,0
751,0,jhargram,0,0
752,0,Srilanka,0,0
753,0,Hamirpur(H.P),0,0
754,0,"GAYA,(BIHAR)",0,0
755,0,ara,0,0
756,0,"Kuala Lumpur Malaysia",0,0
757,0,"GUDIVADA,KRISHNA dist,(A.P)",0,0
758,0,"shwe li",0,0
759,0,C3SLA,0,0
760,0,Majitar,0,0
761,0,KOTHAMANGALAM,0,0
762,0,"jhumri telaiya,KODERMA",0,0
763,0,Gajraula,0,0
764,0,Rajpura(punjab),0,0
765,0,Kamakhyaguri,0,0
766,0,"Behror, dist.- Alwar (Raj.)",0,0
767,0,"YAMUNA NAGAR(HARAYANA)",0,0
768,0,BAHADURGARH(HARYANA),0,0
769,0,"kotkapura, punjab",0,0
770,0,Burla,0,0
771,0,viruthunagar,0,0
772,0,"saharanpur (U.P)",0,0
773,0,"Sunabeda, koraput",0,0
774,0,tiruvarur,0,0
775,0,SIVASAGAR,0,0
776,0,mananthavady,0,0
777,0,"sambalpur, orissa",0,0
778,0,zira,0,0
